trial_id,probes,time_taken,memory_used,found,load_factor,collision_count
2,6,7.550000009359792e-05,8696,True,,
3,4,6.719999873894267e-05,8696,True,,
4,7,7.360000017797574e-05,8696,True,,
5,7,6.410000059986487e-05,8696,True,,
1,8,6.470000153058209e-05,8696,False,,
2,8,6.159999975352548e-05,8696,False,,
3,8,6.339999890769832e-05,8696,False,,
4,8,0.0001349000012851,8696,False,,
5,8,6.360000043059699e-05,8696,False,,
1,8,9.470000077271834e-05,8696,True,,
2,8,8.239999806392007e-05,8696,True,,
3,8,8.24999988253694e-05,8696,True,,
4,8,7.200000254670158e-05,8696,True,,
5,8,5.539999983739108e-05,8696,True,,
1,5,7.000000186963007e-05,9056,True,,
2,5,9.360000331071204e-05,9056,True,,
3,7,6.880000000819564e-05,9056,True,,
4,8,6.790000043110922e-05,9056,True,,
5,7,6.649999704677612e-05,9056,True,,
1,7,8.170000000973232e-05,9056,True,,
2,7,9.019999924930744e-05,9056,True,,
3,7,5.700000110664405e-05,9056,True,,
4,7,9.520000094198622e-05,9056,True,,
5,7,7.750000077066943e-05,9056,True,,
1,7,0.0001164999994216,9056,True,,
2,6,6.240000220714137e-05,9056,True,,
3,7,6.450000000768341e-05,9056,True,,
4,6,6.589999975403771e-05,9056,True,,
5,8,7.370000093942508e-05,9056,True,,
1,8,6.759999814676121e-05,9056,False,,
2,8,6.609999763895757e-05,9056,False,,
3,8,6.769999890821055e-05,9056,False,,
4,8,7.019999975454994e-05,9056,False,,
5,8,6.360000043059699e-05,9056,False,,
1,8,6.739999662386253e-05,9056,True,,
2,8,6.489999941550195e-05,9056,True,,
3,8,7.249999907799065e-05,9056,True,,
4,8,9.169999975711109e-05,9056,True,,
5,8,7.32000007701572e-05,9056,True,,
1,8,9.28999979805667e-05,9416,True,,
